scrape_time,url,breadcrumbs,title,condition,brand,price,shipping,color,location,views,uploaded,payment_options,description,likes,seller_name,seller_image,seller_ratings,seller_rating,upload_frequency,seller_location
2025-02-08 14:49:50,https://www.vinted.com/items/5780318291-lana-del-rey-cigarette-lipsticks?referrer=catalog,Home > Women > Beauty > Makeup > NO LABEL Makeup,Lana Del Rey cigarette lipsticks,New with tags,NO LABEL,$3.25,$6.92,"NEWPORT BEACH, CA, United States",14,8 hours ago,Bank card,,super cute and not used !!!,3,m207817,,,No reviews yet,Frequent Uploads,"NEWPORT BEACH, CA, United States"
